Sector,Area,Basis,Measure,Units,Year,Value
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2008,"4,067.375"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2009,"3,767.645"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2010,"3,802.482"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2011,"3,915.696"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2012,"3,995.336"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2013,"4,055.274"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2014,"4,165.749"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2015,"4,268.128"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2016,"4,330.269"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2017,"4,394.321"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2018,"4,405.578"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2019,"4,437.054"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2020,"4,198.729"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2021,"4,318.174"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2007,"1,730.715"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2008,"1,685.642"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2009,"1,592.305"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2010,"1,598.967"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2011,"1,583.417"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2012,"1,601.273"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2013,"1,609.453"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2014,"1,632.372"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2015,"1,636.299"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2016,"1,625.543"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2017,"1,658.812"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2018,"1,666.380"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2019,"1,673.897"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2020,"1,585.227"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2021,"1,618.716"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2007,"4,345.754"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2008,"4,269.666"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2009,"3,943.695"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2010,"3,912.397"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2011,"4,032.453"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2012,"4,053.138"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2013,"4,081.299"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2014,"4,096.162"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2015,"4,183.076"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2016,"4,170.988"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2017,"4,217.239"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2018,"4,266.804"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2019,"4,320.882"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2020,"4,065.452"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2021,"4,163.691"
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2007,701.203
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2008,638.438
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2009,579.966
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2010,606.333
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2011,619.922
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2012,642.849
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2013,644.499
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2014,645.434
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2015,657.047
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2016,668.951
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2017,669.060
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2018,689.204
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2019,691.991
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2020,668.007
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2021,710.287
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2007,"1,430.323"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2008,"1,449.717"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2009,"1,388.627"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2010,"1,394.775"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2011,"1,406.607"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2012,"1,431.951"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2013,"1,461.463"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2014,"1,455.429"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2015,"1,463.332"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2016,"1,461.033"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2017,"1,510.023"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2018,"1,503.215"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2019,"1,486.284"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2020,"1,417.723"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2021,"1,455.606"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2007,"2,184.012"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2008,"2,130.556"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2009,"1,837.029"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2010,"1,733.169"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2011,"1,754.707"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2012,"1,762.989"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2013,"1,774.251"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2014,"1,829.550"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2015,"1,921.183"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2016,"2,002.357"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2017,"2,079.611"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2018,"2,151.680"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2019,"2,255.189"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2020,"1,986.603"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2021,"2,181.240"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2007,990.681
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2008,968.343
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2009,924.414
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2010,938.205
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2011,949.792
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2012,960.705
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2013,987.365
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2014,987.029
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2015,"1,008.783"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2016,"1,025.741"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2017,"1,036.937"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2018,"1,044.681"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2019,"1,044.246"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2020,974.968
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2021,"1,013.370"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2007,"6,022.778"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2008,"5,946.838"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2009,"5,639.002"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2010,"5,565.849"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2011,"5,616.388"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2012,"5,694.116"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2013,"5,676.395"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2014,"5,767.633"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2015,"5,907.345"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2016,"6,032.513"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2017,"6,066.967"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2018,"6,164.257"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2019,"6,217.886"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2020,"5,660.009"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2021,"6,008.526"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2007,"1,233.411"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2008,"1,242.896"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2009,"1,170.429"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2010,"1,117.354"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2011,"1,133.296"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2012,"1,132.100"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2013,"1,153.167"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2014,"1,139.457"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2015,"1,138.985"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2016,"1,119.535"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2017,"1,145.600"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2018,"1,175.586"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2019,"1,188.040"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2020,"1,098.269"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2021,"1,135.334"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2007,"12,840.586"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2008,"12,901.974"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2009,"12,363.223"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2010,"12,411.384"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2011,"12,670.741"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2012,"12,852.204"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2013,"13,118.890"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2014,"13,315.161"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2015,"13,732.311"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2016,"13,784.757"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2017,"13,876.186"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2018,"14,005.046"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2019,"13,983.802"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2020,"12,469.524"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2021,"12,983.873"
Private nonfarm,North Carolina,All workers,Hours worked,Millions of hours,2007,"6,357.400"
Private nonfarm,North Carolina,All workers,Hours worked,Millions of hours,2008,"6,158.790"
Private nonfarm,North Carolina,All workers,Hours worked,Millions of hours,2009,"5,661.336"
Private nonfarm,North Carolina,All workers,Hours worked,Millions of hours,2010,"5,647.039"
Private nonfarm,North Carolina,All workers,Hours worked,Millions of hours,2011,"5,797.335"
Private nonfarm,North Carolina,All workers,Hours worked,Millions of hours,2012,"5,975.757"
Private nonfarm,North Carolina,All workers,Hours worked,Millions of hours,2013,"6,029.783"
Private nonfarm,North Carolina,All workers,Hours worked,Millions of hours,2014,"6,153.795"
Private nonfarm,North Carolina,All workers,Hours worked,Millions of hours,2015,"6,366.078"
Private nonfarm,North Carolina,All workers,Hours worked,Millions of hours,2016,"6,501.753"
Private nonfarm,North Carolina,All workers,Hours worked,Millions of hours,2017,"6,593.718"
Private nonfarm,North Carolina,All workers,Hours worked,Millions of hours,2018,"6,725.005"
Private nonfarm,North Carolina,All workers,Hours worked,Millions of hours,2019,"6,913.039"
Private nonfarm,North Carolina,All workers,Hours worked,Millions of hours,2020,"6,625.499"
Private nonfarm,North Carolina,All workers,Hours worked,Millions of hours,2021,"7,022.740"
Private nonfarm,North Dakota,All workers,Hours worked,Millions of hours,2007,494.331
Private nonfarm,North Dakota,All workers,Hours worked,Millions of hours,2008,506.157
Private nonfarm,North Dakota,All workers,Hours worked,Millions of hours,2009,485.735
Private nonfarm,North Dakota,All workers,Hours worked,Millions of hours,2010,510.189
Private nonfarm,North Dakota,All workers,Hours worked,Millions of hours,2011,571.468
Private nonfarm,North Dakota,All workers,Hours worked,Millions of hours,2012,641.541
Private nonfarm,North Dakota,All workers,Hours worked,Millions of hours,2013,674.927
Private nonfarm,North Dakota,All workers,Hours worked,Millions of hours,2014,701.773
Private nonfarm,North Dakota,All workers,Hours worked,Millions of hours,2015,669.668
Private nonfarm,North Dakota,All workers,Hours worked,Millions of hours,2016,621.512
Private nonfarm,North Dakota,All workers,Hours worked,Millions of hours,2017,628.081
Private nonfarm,North Dakota,All workers,Hours worked,Millions of hours,2018,640.155
Private nonfarm,North Dakota,All workers,Hours worked,Millions of hours,2019,646.257
Private nonfarm,North Dakota,All workers,Hours worked,Millions of hours,2020,582.716
Private nonfarm,North Dakota,All workers,Hours worked,Millions of hours,2021,588.569
