,Area,Measure,Units,Year,Value
460,New Jersey,Hours worked,Millions of hours,2017,"6,066.967"
461,New Jersey,Hours worked,Millions of hours,2018,"6,164.257"
462,New Jersey,Hours worked,Millions of hours,2019,"6,217.886"
463,New Jersey,Hours worked,Millions of hours,2020,"5,660.009"
464,New Jersey,Hours worked,Millions of hours,2021,"6,008.526"
465,New Mexico,Hours worked,Millions of hours,2007,"1,233.411"
466,New Mexico,Hours worked,Millions of hours,2008,"1,242.896"
467,New Mexico,Hours worked,Millions of hours,2009,"1,170.429"
468,New Mexico,Hours worked,Millions of hours,2010,"1,117.354"
469,New Mexico,Hours worked,Millions of hours,2011,"1,133.296"
470,New Mexico,Hours worked,Millions of hours,2012,"1,132.100"
471,New Mexico,Hours worked,Millions of hours,2013,"1,153.167"
472,New Mexico,Hours worked,Millions of hours,2014,"1,139.457"
473,New Mexico,Hours worked,Millions of hours,2015,"1,138.985"
474,New Mexico,Hours worked,Millions of hours,2016,"1,119.535"
475,New Mexico,Hours worked,Millions of hours,2017,"1,145.600"
476,New Mexico,Hours worked,Millions of hours,2018,"1,175.586"
477,New Mexico,Hours worked,Millions of hours,2019,"1,188.040"
478,New Mexico,Hours worked,Millions of hours,2020,"1,098.269"
479,New Mexico,Hours worked,Millions of hours,2021,"1,135.334"
480,New York,Hours worked,Millions of hours,2007,"12,840.586"
481,New York,Hours worked,Millions of hours,2008,"12,901.974"
482,New York,Hours worked,Millions of hours,2009,"12,363.223"
483,New York,Hours worked,Millions of hours,2010,"12,411.384"
484,New York,Hours worked,Millions of hours,2011,"12,670.741"
485,New York,Hours worked,Millions of hours,2012,"12,852.204"
486,New York,Hours worked,Millions of hours,2013,"13,118.890"
487,New York,Hours worked,Millions of hours,2014,"13,315.161"
488,New York,Hours worked,Millions of hours,2015,"13,732.311"
489,New York,Hours worked,Millions of hours,2016,"13,784.757"
490,New York,Hours worked,Millions of hours,2017,"13,876.186"
491,New York,Hours worked,Millions of hours,2018,"14,005.046"
492,New York,Hours worked,Millions of hours,2019,"13,983.802"
493,New York,Hours worked,Millions of hours,2020,"12,469.524"
494,New York,Hours worked,Millions of hours,2021,"12,983.873"
495,North Carolina,Hours worked,Millions of hours,2007,"6,357.400"
496,North Carolina,Hours worked,Millions of hours,2008,"6,158.790"
497,North Carolina,Hours worked,Millions of hours,2009,"5,661.336"
498,North Carolina,Hours worked,Millions of hours,2010,"5,647.039"
499,North Carolina,Hours worked,Millions of hours,2011,"5,797.335"
500,North Carolina,Hours worked,Millions of hours,2012,"5,975.757"
501,North Carolina,Hours worked,Millions of hours,2013,"6,029.783"
502,North Carolina,Hours worked,Millions of hours,2014,"6,153.795"
503,North Carolina,Hours worked,Millions of hours,2015,"6,366.078"
504,North Carolina,Hours worked,Millions of hours,2016,"6,501.753"
505,North Carolina,Hours worked,Millions of hours,2017,"6,593.718"
506,North Carolina,Hours worked,Millions of hours,2018,"6,725.005"
507,North Carolina,Hours worked,Millions of hours,2019,"6,913.039"
508,North Carolina,Hours worked,Millions of hours,2020,"6,625.499"
509,North Carolina,Hours worked,Millions of hours,2021,"7,022.740"
510,North Dakota,Hours worked,Millions of hours,2007,494.331
511,North Dakota,Hours worked,Millions of hours,2008,506.157
512,North Dakota,Hours worked,Millions of hours,2009,485.735
513,North Dakota,Hours worked,Millions of hours,2010,510.189
514,North Dakota,Hours worked,Millions of hours,2011,571.468
515,North Dakota,Hours worked,Millions of hours,2012,641.541
516,North Dakota,Hours worked,Millions of hours,2013,674.927
517,North Dakota,Hours worked,Millions of hours,2014,701.773
518,North Dakota,Hours worked,Millions of hours,2015,669.668
519,North Dakota,Hours worked,Millions of hours,2016,621.512
520,North Dakota,Hours worked,Millions of hours,2017,628.081
521,North Dakota,Hours worked,Millions of hours,2018,640.155
522,North Dakota,Hours worked,Millions of hours,2019,646.257
523,North Dakota,Hours worked,Millions of hours,2020,582.716
524,North Dakota,Hours worked,Millions of hours,2021,588.569
525,Ohio,Hours worked,Millions of hours,2007,"8,112.713"
526,Ohio,Hours worked,Millions of hours,2008,"7,992.784"
527,Ohio,Hours worked,Millions of hours,2009,"7,338.385"
528,Ohio,Hours worked,Millions of hours,2010,"7,390.831"
529,Ohio,Hours worked,Millions of hours,2011,"7,579.232"
530,Ohio,Hours worked,Millions of hours,2012,"7,842.379"
531,Ohio,Hours worked,Millions of hours,2013,"7,928.606"
532,Ohio,Hours worked,Millions of hours,2014,"8,022.760"
533,Ohio,Hours worked,Millions of hours,2015,"8,201.331"
534,Ohio,Hours worked,Millions of hours,2016,"8,211.513"
535,Ohio,Hours worked,Millions of hours,2017,"8,272.532"
536,Ohio,Hours worked,Millions of hours,2018,"8,324.127"
537,Ohio,Hours worked,Millions of hours,2019,"8,358.070"
538,Ohio,Hours worked,Millions of hours,2020,"7,868.392"
539,Ohio,Hours worked,Millions of hours,2021,"8,066.975"
540,Oklahoma,Hours worked,Millions of hours,2007,"2,313.392"
541,Oklahoma,Hours worked,Millions of hours,2008,"2,376.569"
542,Oklahoma,Hours worked,Millions of hours,2009,"2,267.433"
543,Oklahoma,Hours worked,Millions of hours,2010,"2,269.964"
544,Oklahoma,Hours worked,Millions of hours,2011,"2,268.371"
545,Oklahoma,Hours worked,Millions of hours,2012,"2,374.284"
546,Oklahoma,Hours worked,Millions of hours,2013,"2,383.776"
547,Oklahoma,Hours worked,Millions of hours,2014,"2,451.392"
548,Oklahoma,Hours worked,Millions of hours,2015,"2,412.501"
549,Oklahoma,Hours worked,Millions of hours,2016,"2,427.187"
550,Oklahoma,Hours worked,Millions of hours,2017,"2,469.974"
551,Oklahoma,Hours worked,Millions of hours,2018,"2,549.625"
552,Oklahoma,Hours worked,Millions of hours,2019,"2,539.596"
553,Oklahoma,Hours worked,Millions of hours,2020,"2,388.406"
554,Oklahoma,Hours worked,Millions of hours,2021,"2,448.784"
555,Oregon,Hours worked,Millions of hours,2007,"2,733.859"
556,Oregon,Hours worked,Millions of hours,2008,"2,646.206"
557,Oregon,Hours worked,Millions of hours,2009,"2,383.707"
558,Oregon,Hours worked,Millions of hours,2010,"2,404.388"
559,Oregon,Hours worked,Millions of hours,2011,"2,441.317"
560,Oregon,Hours worked,Millions of hours,2012,"2,490.495"
561,Oregon,Hours worked,Millions of hours,2013,"2,535.640"
562,Oregon,Hours worked,Millions of hours,2014,"2,632.383"
563,Oregon,Hours worked,Millions of hours,2015,"2,706.710"
564,Oregon,Hours worked,Millions of hours,2016,"2,813.447"
565,Oregon,Hours worked,Millions of hours,2017,"2,875.054"
566,Oregon,Hours worked,Millions of hours,2018,"2,950.318"
567,Oregon,Hours worked,Millions of hours,2019,"2,968.901"
568,Oregon,Hours worked,Millions of hours,2020,"2,723.444"
569,Oregon,Hours worked,Millions of hours,2021,"2,829.149"
570,Pennsylvania,Hours worked,Millions of hours,2007,"8,933.345"
571,Pennsylvania,Hours worked,Millions of hours,2008,"8,899.242"
572,Pennsylvania,Hours worked,Millions of hours,2009,"8,394.381"
573,Pennsylvania,Hours worked,Millions of hours,2010,"8,422.209"
574,Pennsylvania,Hours worked,Millions of hours,2011,"8,560.111"
575,Pennsylvania,Hours worked,Millions of hours,2012,"8,564.731"
576,Pennsylvania,Hours worked,Millions of hours,2013,"8,611.194"
577,Pennsylvania,Hours worked,Millions of hours,2014,"8,774.070"
578,Pennsylvania,Hours worked,Millions of hours,2015,"8,941.810"
579,Pennsylvania,Hours worked,Millions of hours,2016,"8,971.564"
580,Pennsylvania,Hours worked,Millions of hours,2017,"9,035.869"
581,Pennsylvania,Hours worked,Millions of hours,2018,"9,328.672"
582,Pennsylvania,Hours worked,Millions of hours,2019,"9,422.189"
583,Pennsylvania,Hours worked,Millions of hours,2020,"8,615.771"
584,Pennsylvania,Hours worked,Millions of hours,2021,"8,865.271"
585,Rhode Island,Hours worked,Millions of hours,2007,751.561
586,Rhode Island,Hours worked,Millions of hours,2008,748.352
587,Rhode Island,Hours worked,Millions of hours,2009,703.936
588,Rhode Island,Hours worked,Millions of hours,2010,700.108
589,Rhode Island,Hours worked,Millions of hours,2011,686.551
590,Rhode Island,Hours worked,Millions of hours,2012,695.767
591,Rhode Island,Hours worked,Millions of hours,2013,703.181
592,Rhode Island,Hours worked,Millions of hours,2014,723.251
593,Rhode Island,Hours worked,Millions of hours,2015,734.565
594,Rhode Island,Hours worked,Millions of hours,2016,724.541
595,Rhode Island,Hours worked,Millions of hours,2017,727.406
596,Rhode Island,Hours worked,Millions of hours,2018,745.592
597,Rhode Island,Hours worked,Millions of hours,2019,745.195
598,Rhode Island,Hours worked,Millions of hours,2020,677.058
599,Rhode Island,Hours worked,Millions of hours,2021,726.876
600,South Carolina,Hours worked,Millions of hours,2007,"3,002.618"
601,South Carolina,Hours worked,Millions of hours,2008,"2,949.079"
602,South Carolina,Hours worked,Millions of hours,2009,"2,680.593"
603,South Carolina,Hours worked,Millions of hours,2010,"2,662.486"
604,South Carolina,Hours worked,Millions of hours,2011,"2,686.582"
605,South Carolina,Hours worked,Millions of hours,2012,"2,752.332"
606,South Carolina,Hours worked,Millions of hours,2013,"2,825.711"
607,South Carolina,Hours worked,Millions of hours,2014,"2,851.970"
608,South Carolina,Hours worked,Millions of hours,2015,"2,999.036"
609,South Carolina,Hours worked,Millions of hours,2016,"3,055.662"
610,South Carolina,Hours worked,Millions of hours,2017,"3,119.992"
611,South Carolina,Hours worked,Millions of hours,2018,"3,196.279"
612,South Carolina,Hours worked,Millions of hours,2019,"3,238.363"
613,South Carolina,Hours worked,Millions of hours,2020,"3,006.743"
614,South Carolina,Hours worked,Millions of hours,2021,"3,192.539"
615,South Dakota,Hours worked,Millions of hours,2007,587.107
616,South Dakota,Hours worked,Millions of hours,2008,585.850
617,South Dakota,Hours worked,Millions of hours,2009,578.512
618,South Dakota,Hours worked,Millions of hours,2010,585.327
619,South Dakota,Hours worked,Millions of hours,2011,596.825
620,South Dakota,Hours worked,Millions of hours,2012,620.710
621,South Dakota,Hours worked,Millions of hours,2013,622.043
622,South Dakota,Hours worked,Millions of hours,2014,623.287
623,South Dakota,Hours worked,Millions of hours,2015,628.781
624,South Dakota,Hours worked,Millions of hours,2016,634.739
625,South Dakota,Hours worked,Millions of hours,2017,628.088
626,South Dakota,Hours worked,Millions of hours,2018,628.404
627,South Dakota,Hours worked,Millions of hours,2019,635.782
628,South Dakota,Hours worked,Millions of hours,2020,630.089
629,South Dakota,Hours worked,Millions of hours,2021,653.047
630,Tennessee,Hours worked,Millions of hours,2007,"4,557.592"
631,Tennessee,Hours worked,Millions of hours,2008,"4,490.705"
632,Tennessee,Hours worked,Millions of hours,2009,"4,124.918"
633,Tennessee,Hours worked,Millions of hours,2010,"4,098.968"
634,Tennessee,Hours worked,Millions of hours,2011,"4,182.756"
635,Tennessee,Hours worked,Millions of hours,2012,"4,252.728"
636,Tennessee,Hours worked,Millions of hours,2013,"4,334.184"
637,Tennessee,Hours worked,Millions of hours,2014,"4,456.075"
638,Tennessee,Hours worked,Millions of hours,2015,"4,530.716"
639,Tennessee,Hours worked,Millions of hours,2016,"4,725.478"
640,Tennessee,Hours worked,Millions of hours,2017,"4,793.414"
641,Tennessee,Hours worked,Millions of hours,2018,"4,887.553"
642,Tennessee,Hours worked,Millions of hours,2019,"4,918.956"
643,Tennessee,Hours worked,Millions of hours,2020,"4,720.296"
644,Tennessee,Hours worked,Millions of hours,2021,"4,977.603"
645,Texas,Hours worked,Millions of hours,2007,"16,806.132"
646,Texas,Hours worked,Millions of hours,2008,"16,952.154"
647,Texas,Hours worked,Millions of hours,2009,"15,893.823"
648,Texas,Hours worked,Millions of hours,2010,"16,125.772"
649,Texas,Hours worked,Millions of hours,2011,"16,960.403"
650,Texas,Hours worked,Millions of hours,2012,"17,542.314"
651,Texas,Hours worked,Millions of hours,2013,"18,011.326"
652,Texas,Hours worked,Millions of hours,2014,"18,756.280"
653,Texas,Hours worked,Millions of hours,2015,"19,037.681"
654,Texas,Hours worked,Millions of hours,2016,"19,031.865"
655,Texas,Hours worked,Millions of hours,2017,"19,435.144"
656,Texas,Hours worked,Millions of hours,2018,"20,092.394"
657,Texas,Hours worked,Millions of hours,2019,"20,429.571"
658,Texas,Hours worked,Millions of hours,2020,"19,272.745"
659,Texas,Hours worked,Millions of hours,2021,"20,362.828"
660,Utah,Hours worked,Millions of hours,2007,"1,913.459"
661,Utah,Hours worked,Millions of hours,2008,"1,882.920"
662,Utah,Hours worked,Millions of hours,2009,"1,826.763"
663,Utah,Hours worked,Millions of hours,2010,"1,785.892"
664,Utah,Hours worked,Millions of hours,2011,"1,782.563"
665,Utah,Hours worked,Millions of hours,2012,"1,845.819"
666,Utah,Hours worked,Millions of hours,2013,"1,920.353"
667,Utah,Hours worked,Millions of hours,2014,"1,966.838"
668,Utah,Hours worked,Millions of hours,2015,"2,016.269"
669,Utah,Hours worked,Millions of hours,2016,"2,096.057"
670,Utah,Hours worked,Millions of hours,2017,"2,181.882"
671,Utah,Hours worked,Millions of hours,2018,"2,258.249"
672,Utah,Hours worked,Millions of hours,2019,"2,314.312"
673,Utah,Hours worked,Millions of hours,2020,"2,236.019"
674,Utah,Hours worked,Millions of hours,2021,"2,338.051"
675,Vermont,Hours worked,Millions of hours,2007,479.674
676,Vermont,Hours worked,Millions of hours,2008,482.205
677,Vermont,Hours worked,Millions of hours,2009,451.989
678,Vermont,Hours worked,Millions of hours,2010,451.036
679,Vermont,Hours worked,Millions of hours,2011,455.572
680,Vermont,Hours worked,Millions of hours,2012,464.695
681,Vermont,Hours worked,Millions of hours,2013,468.633
682,Vermont,Hours worked,Millions of hours,2014,456.298
683,Vermont,Hours worked,Millions of hours,2015,465.239
684,Vermont,Hours worked,Millions of hours,2016,467.524
685,Vermont,Hours worked,Millions of hours,2017,467.434
686,Vermont,Hours worked,Millions of hours,2018,468.642
687,Vermont,Hours worked,Millions of hours,2019,467.775
688,Vermont,Hours worked,Millions of hours,2020,421.166
689,Vermont,Hours worked,Millions of hours,2021,431.569
690,Virginia,Hours worked,Millions of hours,2007,"5,759.071"
691,Virginia,Hours worked,Millions of hours,2008,"5,617.968"
692,Virginia,Hours worked,Millions of hours,2009,"5,266.634"
693,Virginia,Hours worked,Millions of hours,2010,"5,381.050"
694,Virginia,Hours worked,Millions of hours,2011,"5,435.662"
695,Virginia,Hours worked,Millions of hours,2012,"5,511.136"
696,Virginia,Hours worked,Millions of hours,2013,"5,443.498"
697,Virginia,Hours worked,Millions of hours,2014,"5,534.145"
698,Virginia,Hours worked,Millions of hours,2015,"5,606.287"
699,Virginia,Hours worked,Millions of hours,2016,"5,657.126"
700,Virginia,Hours worked,Millions of hours,2017,"5,736.641"
701,Virginia,Hours worked,Millions of hours,2018,"5,888.524"
702,Virginia,Hours worked,Millions of hours,2019,"5,829.843"
703,Virginia,Hours worked,Millions of hours,2020,"5,494.080"
704,Virginia,Hours worked,Millions of hours,2021,"5,635.065"
705,Washington,Hours worked,Millions of hours,2007,"4,561.725"
706,Washington,Hours worked,Millions of hours,2008,"4,499.201"
707,Washington,Hours worked,Millions of hours,2009,"4,254.491"
708,Washington,Hours worked,Millions of hours,2010,"4,171.189"
709,Washington,Hours worked,Millions of hours,2011,"4,267.925"
710,Washington,Hours worked,Millions of hours,2012,"4,386.850"
711,Washington,Hours worked,Millions of hours,2013,"4,396.213"
712,Washington,Hours worked,Millions of hours,2014,"4,491.908"
713,Washington,Hours worked,Millions of hours,2015,"4,656.163"
714,Washington,Hours worked,Millions of hours,2016,"4,831.538"
715,Washington,Hours worked,Millions of hours,2017,"5,032.621"
716,Washington,Hours worked,Millions of hours,2018,"5,111.986"
717,Washington,Hours worked,Millions of hours,2019,"5,218.178"
718,Washington,Hours worked,Millions of hours,2020,"4,966.513"
719,Washington,Hours worked,Millions of hours,2021,"5,055.347"
720,West Virginia,Hours worked,Millions of hours,2007,"1,065.745"
721,West Virginia,Hours worked,Millions of hours,2008,"1,069.571"
722,West Virginia,Hours worked,Millions of hours,2009,"1,009.215"
723,West Virginia,Hours worked,Millions of hours,2010,"1,007.732"
724,West Virginia,Hours worked,Millions of hours,2011,"1,019.177"
725,West Virginia,Hours worked,Millions of hours,2012,"1,032.777"
726,West Virginia,Hours worked,Millions of hours,2013,"1,045.100"
727,West Virginia,Hours worked,Millions of hours,2014,"1,038.289"
728,West Virginia,Hours worked,Millions of hours,2015,"1,038.765"
729,West Virginia,Hours worked,Millions of hours,2016,"1,018.044"
730,West Virginia,Hours worked,Millions of hours,2017,"1,019.128"
731,West Virginia,Hours worked,Millions of hours,2018,"1,037.251"
732,West Virginia,Hours worked,Millions of hours,2019,"1,022.510"
733,West Virginia,Hours worked,Millions of hours,2020,936.018
734,West Virginia,Hours worked,Millions of hours,2021,975.420
735,Wisconsin,Hours worked,Millions of hours,2007,"4,197.787"
736,Wisconsin,Hours worked,Millions of hours,2008,"4,204.468"
737,Wisconsin,Hours worked,Millions of hours,2009,"3,907.097"
738,Wisconsin,Hours worked,Millions of hours,2010,"3,926.362"
739,Wisconsin,Hours worked,Millions of hours,2011,"4,013.622"
740,Wisconsin,Hours worked,Millions of hours,2012,"4,080.102"
