,Unnamed: 0_x,State,Median AQI,year,Unnamed: 0_y,Area,Measure,Units,Year,Value
506,549,Alabama,44.3,2008,14851,Alabama,Labor productivity,Index (2012=100),2008,92.922
508,549,Alabama,44.3,2008,16501,Alabama,Output per worker,Index (2012=100),2008,92.996
510,550,Alaska,14.2,2008,16,Alaska,Hours worked,Millions of hours,2008,462.610
512,550,Alaska,14.2,2008,1666,Alaska,Employment,Thousands of jobs,2008,272.8
514,550,Alaska,14.2,2008,8266,Alaska,Hours worked,Index (2012=100),2008,95.905
515,550,Alaska,14.2,2008,9091,Alaska,Employment,Index (2012=100),2008,97.755
516,550,Alaska,14.2,2008,14866,Alaska,Labor productivity,Index (2012=100),2008,91.318
518,550,Alaska,14.2,2008,16516,Alaska,Output per worker,Index (2012=100),2008,89.591
520,551,Arizona,48.2,2008,31,Arizona,Hours worked,Millions of hours,2008,"4,098.235"
522,551,Arizona,48.2,2008,1681,Arizona,Employment,Thousands of jobs,2008,2427.7
524,551,Arizona,48.2,2008,8281,Arizona,Hours worked,Index (2012=100),2008,106.591
525,551,Arizona,48.2,2008,9106,Arizona,Employment,Index (2012=100),2008,106.728
526,551,Arizona,48.2,2008,14881,Arizona,Labor productivity,Index (2012=100),2008,95.454
528,551,Arizona,48.2,2008,16531,Arizona,Output per worker,Index (2012=100),2008,95.332
530,552,Arkansas,41.3,2008,46,Arkansas,Hours worked,Millions of hours,2008,"1,836.866"
532,552,Arkansas,41.3,2008,1696,Arkansas,Employment,Thousands of jobs,2008,1088.0
534,552,Arkansas,41.3,2008,8296,Arkansas,Hours worked,Index (2012=100),2008,104.529
535,552,Arkansas,41.3,2008,9121,Arkansas,Employment,Index (2012=100),2008,104.611
536,552,Arkansas,41.3,2008,14896,Arkansas,Labor productivity,Index (2012=100),2008,93.684
538,552,Arkansas,41.3,2008,16546,Arkansas,Output per worker,Index (2012=100),2008,93.610
540,553,California,50.9,2008,61,California,Hours worked,Millions of hours,2008,"24,276.289"
542,553,California,50.9,2008,1711,California,Employment,Thousands of jobs,2008,14643.4
544,553,California,50.9,2008,8311,California,Hours worked,Index (2012=100),2008,103.976
545,553,California,50.9,2008,9136,California,Employment,Index (2012=100),2008,103.694
546,553,California,50.9,2008,14911,California,Labor productivity,Index (2012=100),2008,92.532
548,553,California,50.9,2008,16561,California,Output per worker,Index (2012=100),2008,92.783
550,554,Colorado,36.1,2008,76,Colorado,Hours worked,Millions of hours,2008,"3,672.508"
552,554,Colorado,36.1,2008,1726,Colorado,Employment,Thousands of jobs,2008,2190.3
554,554,Colorado,36.1,2008,8326,Colorado,Hours worked,Index (2012=100),2008,103.541
555,554,Colorado,36.1,2008,9151,Colorado,Employment,Index (2012=100),2008,103.507
556,554,Colorado,36.1,2008,14926,Colorado,Labor productivity,Index (2012=100),2008,94.108
558,554,Colorado,36.1,2008,16576,Colorado,Output per worker,Index (2012=100),2008,94.138
560,555,Connecticut,40.5,2008,91,Connecticut,Hours worked,Millions of hours,2008,"2,571.184"
562,555,Connecticut,40.5,2008,1741,Connecticut,Employment,Thousands of jobs,2008,1571.5
564,555,Connecticut,40.5,2008,8341,Connecticut,Hours worked,Index (2012=100),2008,101.778
565,555,Connecticut,40.5,2008,9166,Connecticut,Employment,Index (2012=100),2008,102.156
566,555,Connecticut,40.5,2008,14941,Connecticut,Labor productivity,Index (2012=100),2008,105.166
568,555,Connecticut,40.5,2008,16591,Connecticut,Output per worker,Index (2012=100),2008,104.776
570,557,Delaware,49.0,2008,106,Delaware,Hours worked,Millions of hours,2008,649.312
572,557,Delaware,49.0,2008,1756,Delaware,Employment,Thousands of jobs,2008,398.2
574,557,Delaware,49.0,2008,8356,Delaware,Hours worked,Index (2012=100),2008,107.137
575,557,Delaware,49.0,2008,9181,Delaware,Employment,Index (2012=100),2008,104.736
576,557,Delaware,49.0,2008,14956,Delaware,Labor productivity,Index (2012=100),2008,86.475
578,557,Delaware,49.0,2008,16606,Delaware,Output per worker,Index (2012=100),2008,88.458
580,559,Florida,39.1,2008,136,Florida,Hours worked,Millions of hours,2008,"12,129.317"
582,559,Florida,39.1,2008,1786,Florida,Employment,Thousands of jobs,2008,7108.1
584,559,Florida,39.1,2008,8386,Florida,Hours worked,Index (2012=100),2008,106.988
585,559,Florida,39.1,2008,9211,Florida,Employment,Index (2012=100),2008,104.237
586,559,Florida,39.1,2008,14986,Florida,Labor productivity,Index (2012=100),2008,96.338
588,559,Florida,39.1,2008,16636,Florida,Output per worker,Index (2012=100),2008,98.881
590,560,Georgia,46.6,2008,151,Georgia,Hours worked,Millions of hours,2008,"6,316.491"
592,560,Georgia,46.6,2008,1801,Georgia,Employment,Thousands of jobs,2008,3714.6
594,560,Georgia,46.6,2008,8401,Georgia,Hours worked,Index (2012=100),2008,104.944
595,560,Georgia,46.6,2008,9226,Georgia,Employment,Index (2012=100),2008,104.644
596,560,Georgia,46.6,2008,15001,Georgia,Labor productivity,Index (2012=100),2008,94.142
598,560,Georgia,46.6,2008,16651,Georgia,Output per worker,Index (2012=100),2008,94.412
600,561,Hawaii,37.3,2008,166,Hawaii,Hours worked,Millions of hours,2008,885.161
602,561,Hawaii,37.3,2008,1816,Hawaii,Employment,Thousands of jobs,2008,553.9
604,561,Hawaii,37.3,2008,8416,Hawaii,Hours worked,Index (2012=100),2008,99.842
605,561,Hawaii,37.3,2008,9241,Hawaii,Employment,Index (2012=100),2008,103.755
606,561,Hawaii,37.3,2008,15016,Hawaii,Labor productivity,Index (2012=100),2008,97.992
608,561,Hawaii,37.3,2008,16666,Hawaii,Output per worker,Index (2012=100),2008,94.296
610,562,Idaho,25.9,2008,181,Idaho,Hours worked,Millions of hours,2008,989.708
612,562,Idaho,25.9,2008,1831,Idaho,Employment,Thousands of jobs,2008,598.7
614,562,Idaho,25.9,2008,8431,Idaho,Hours worked,Index (2012=100),2008,108.262
615,562,Idaho,25.9,2008,9256,Idaho,Employment,Index (2012=100),2008,105.264
616,562,Idaho,25.9,2008,15031,Idaho,Labor productivity,Index (2012=100),2008,94.813
618,562,Idaho,25.9,2008,16681,Idaho,Output per worker,Index (2012=100),2008,97.513
620,563,Illinois,38.7,2008,196,Illinois,Hours worked,Millions of hours,2008,"8,920.829"
622,563,Illinois,38.7,2008,1846,Illinois,Employment,Thousands of jobs,2008,5392.3
624,563,Illinois,38.7,2008,8446,Illinois,Hours worked,Index (2012=100),2008,101.990
625,563,Illinois,38.7,2008,9271,Illinois,Employment,Index (2012=100),2008,102.994
626,563,Illinois,38.7,2008,15046,Illinois,Labor productivity,Index (2012=100),2008,93.935
628,563,Illinois,38.7,2008,16696,Illinois,Output per worker,Index (2012=100),2008,93.019
630,564,Indiana,45.3,2008,211,Indiana,Hours worked,Millions of hours,2008,"4,495.105"
632,564,Indiana,45.3,2008,1861,Indiana,Employment,Thousands of jobs,2008,2660.8
634,564,Indiana,45.3,2008,8461,Indiana,Hours worked,Index (2012=100),2008,103.480
635,564,Indiana,45.3,2008,9286,Indiana,Employment,Index (2012=100),2008,102.940
636,564,Indiana,45.3,2008,15061,Indiana,Labor productivity,Index (2012=100),2008,96.264
638,564,Indiana,45.3,2008,16711,Indiana,Output per worker,Index (2012=100),2008,96.769
640,565,Iowa,38.8,2008,226,Iowa,Hours worked,Millions of hours,2008,"2,241.452"
642,565,Iowa,38.8,2008,1876,Iowa,Employment,Thousands of jobs,2008,1368.3
644,565,Iowa,38.8,2008,8476,Iowa,Hours worked,Index (2012=100),2008,99.278
645,565,Iowa,38.8,2008,9301,Iowa,Employment,Index (2012=100),2008,100.404
646,565,Iowa,38.8,2008,15076,Iowa,Labor productivity,Index (2012=100),2008,95.548
648,565,Iowa,38.8,2008,16726,Iowa,Output per worker,Index (2012=100),2008,94.477
650,566,Kansas,32.3,2008,241,Kansas,Hours worked,Millions of hours,2008,"2,087.325"
652,566,Kansas,32.3,2008,1891,Kansas,Employment,Thousands of jobs,2008,1245.4
654,566,Kansas,32.3,2008,8491,Kansas,Hours worked,Index (2012=100),2008,103.954
655,566,Kansas,32.3,2008,9316,Kansas,Employment,Index (2012=100),2008,103.950
656,566,Kansas,32.3,2008,15091,Kansas,Labor productivity,Index (2012=100),2008,94.739
658,566,Kansas,32.3,2008,16741,Kansas,Output per worker,Index (2012=100),2008,94.742
660,567,Kentucky,42.9,2008,256,Kentucky,Hours worked,Millions of hours,2008,"2,914.638"
662,567,Kentucky,42.9,2008,1906,Kentucky,Employment,Thousands of jobs,2008,1668.5
664,567,Kentucky,42.9,2008,8506,Kentucky,Hours worked,Index (2012=100),2008,109.158
665,567,Kentucky,42.9,2008,9331,Kentucky,Employment,Index (2012=100),2008,104.760
666,567,Kentucky,42.9,2008,15106,Kentucky,Labor productivity,Index (2012=100),2008,89.348
668,567,Kentucky,42.9,2008,16756,Kentucky,Output per worker,Index (2012=100),2008,93.099
670,568,Louisiana,39.4,2008,271,Louisiana,Hours worked,Millions of hours,2008,"2,996.074"
672,568,Louisiana,39.4,2008,1921,Louisiana,Employment,Thousands of jobs,2008,1690.9
674,568,Louisiana,39.4,2008,8521,Louisiana,Hours worked,Index (2012=100),2008,100.688
675,568,Louisiana,39.4,2008,9346,Louisiana,Employment,Index (2012=100),2008,99.159
676,568,Louisiana,39.4,2008,15121,Louisiana,Labor productivity,Index (2012=100),2008,100.512
678,568,Louisiana,39.4,2008,16771,Louisiana,Output per worker,Index (2012=100),2008,102.061
680,569,Maine,33.7,2008,286,Maine,Hours worked,Millions of hours,2008,963.845
682,569,Maine,33.7,2008,1936,Maine,Employment,Thousands of jobs,2008,583.8
684,569,Maine,33.7,2008,8536,Maine,Hours worked,Index (2012=100),2008,104.213
685,569,Maine,33.7,2008,9361,Maine,Employment,Index (2012=100),2008,103.423
686,569,Maine,33.7,2008,15136,Maine,Labor productivity,Index (2012=100),2008,97.174
688,569,Maine,33.7,2008,16786,Maine,Output per worker,Index (2012=100),2008,97.916
690,570,Maryland,45.6,2008,301,Maryland,Hours worked,Millions of hours,2008,"3,814.351"
692,570,Maryland,45.6,2008,1951,Maryland,Employment,Thousands of jobs,2008,2290.4
694,570,Maryland,45.6,2008,8551,Maryland,Hours worked,Index (2012=100),2008,104.181
695,570,Maryland,45.6,2008,9376,Maryland,Employment,Index (2012=100),2008,102.365
696,570,Maryland,45.6,2008,15151,Maryland,Labor productivity,Index (2012=100),2008,90.311
698,570,Maryland,45.6,2008,16801,Maryland,Output per worker,Index (2012=100),2008,91.914
700,571,Massachusetts,41.2,2008,316,Massachusetts,Hours worked,Millions of hours,2008,"5,066.100"
702,571,Massachusetts,41.2,2008,1966,Massachusetts,Employment,Thousands of jobs,2008,3128.6
704,571,Massachusetts,41.2,2008,8566,Massachusetts,Hours worked,Index (2012=100),2008,101.355
705,571,Massachusetts,41.2,2008,9391,Massachusetts,Employment,Index (2012=100),2008,99.293
706,571,Massachusetts,41.2,2008,15166,Massachusetts,Labor productivity,Index (2012=100),2008,90.303
708,571,Massachusetts,41.2,2008,16816,Massachusetts,Output per worker,Index (2012=100),2008,92.179
710,572,Michigan,40.3,2008,331,Michigan,Hours worked,Millions of hours,2008,"6,203.843"
712,572,Michigan,40.3,2008,1981,Michigan,Employment,Thousands of jobs,2008,3779.7
714,572,Michigan,40.3,2008,8581,Michigan,Hours worked,Index (2012=100),2008,102.768
715,572,Michigan,40.3,2008,9406,Michigan,Employment,Index (2012=100),2008,103.462
716,572,Michigan,40.3,2008,15181,Michigan,Labor productivity,Index (2012=100),2008,94.696
718,572,Michigan,40.3,2008,16831,Michigan,Output per worker,Index (2012=100),2008,94.062
720,573,Minnesota,35.0,2008,346,Minnesota,Hours worked,Millions of hours,2008,"4,067.375"
722,573,Minnesota,35.0,2008,1996,Minnesota,Employment,Thousands of jobs,2008,2526.2
724,573,Minnesota,35.0,2008,8596,Minnesota,Hours worked,Index (2012=100),2008,101.803
725,573,Minnesota,35.0,2008,9421,Minnesota,Employment,Index (2012=100),2008,101.924
726,573,Minnesota,35.0,2008,15196,Minnesota,Labor productivity,Index (2012=100),2008,93.980
728,573,Minnesota,35.0,2008,16846,Minnesota,Output per worker,Index (2012=100),2008,93.868
730,574,Mississippi,44.1,2008,361,Mississippi,Hours worked,Millions of hours,2008,"1,685.642"
732,574,Mississippi,44.1,2008,2011,Mississippi,Employment,Thousands of jobs,2008,984.3
734,574,Mississippi,44.1,2008,8611,Mississippi,Hours worked,Index (2012=100),2008,105.269
735,574,Mississippi,44.1,2008,9436,Mississippi,Employment,Index (2012=100),2008,105.943
736,574,Mississippi,44.1,2008,15211,Mississippi,Labor productivity,Index (2012=100),2008,95.836
738,574,Mississippi,44.1,2008,16861,Mississippi,Output per worker,Index (2012=100),2008,95.226
740,575,Missouri,43.1,2008,376,Missouri,Hours worked,Millions of hours,2008,"4,269.666"
742,575,Missouri,43.1,2008,2026,Missouri,Employment,Thousands of jobs,2008,2548.5
744,575,Missouri,43.1,2008,8626,Missouri,Hours worked,Index (2012=100),2008,105.342
745,575,Missouri,43.1,2008,9451,Missouri,Employment,Index (2012=100),2008,104.532
746,575,Missouri,43.1,2008,15226,Missouri,Labor productivity,Index (2012=100),2008,95.026
748,575,Missouri,43.1,2008,16876,Missouri,Output per worker,Index (2012=100),2008,95.763
750,576,Montana,21.7,2008,391,Montana,Hours worked,Millions of hours,2008,638.438
752,576,Montana,21.7,2008,2041,Montana,Employment,Thousands of jobs,2008,407.8
754,576,Montana,21.7,2008,8641,Montana,Hours worked,Index (2012=100),2008,99.314
755,576,Montana,21.7,2008,9466,Montana,Employment,Index (2012=100),2008,101.714
756,576,Montana,21.7,2008,15241,Montana,Labor productivity,Index (2012=100),2008,96.046
758,576,Montana,21.7,2008,16891,Montana,Output per worker,Index (2012=100),2008,93.779
760,577,Nebraska,30.8,2008,406,Nebraska,Hours worked,Millions of hours,2008,"1,449.717"
762,577,Nebraska,30.8,2008,2056,Nebraska,Employment,Thousands of jobs,2008,886.3
764,577,Nebraska,30.8,2008,8656,Nebraska,Hours worked,Index (2012=100),2008,101.241
765,577,Nebraska,30.8,2008,9481,Nebraska,Employment,Index (2012=100),2008,101.736
766,577,Nebraska,30.8,2008,15256,Nebraska,Labor productivity,Index (2012=100),2008,89.756
768,577,Nebraska,30.8,2008,16906,Nebraska,Output per worker,Index (2012=100),2008,89.319
770,578,Nevada,33.3,2008,421,Nevada,Hours worked,Millions of hours,2008,"2,130.556"
772,578,Nevada,33.3,2008,2071,Nevada,Employment,Thousands of jobs,2008,1179.0
774,578,Nevada,33.3,2008,8671,Nevada,Hours worked,Index (2012=100),2008,120.849
775,578,Nevada,33.3,2008,9496,Nevada,Employment,Index (2012=100),2008,110.963
776,578,Nevada,33.3,2008,15271,Nevada,Labor productivity,Index (2012=100),2008,88.585
778,578,Nevada,33.3,2008,16921,Nevada,Output per worker,Index (2012=100),2008,96.477
780,579,New Hampshire,36.4,2008,436,New Hampshire,Hours worked,Millions of hours,2008,968.343
782,579,New Hampshire,36.4,2008,2086,New Hampshire,Employment,Thousands of jobs,2008,608.5
784,579,New Hampshire,36.4,2008,8686,New Hampshire,Hours worked,Index (2012=100),2008,100.795
785,579,New Hampshire,36.4,2008,9511,New Hampshire,Employment,Index (2012=100),2008,101.520
786,579,New Hampshire,36.4,2008,15286,New Hampshire,Labor productivity,Index (2012=100),2008,93.779
788,579,New Hampshire,36.4,2008,16936,New Hampshire,Output per worker,Index (2012=100),2008,93.110
790,580,New Jersey,41.0,2008,451,New Jersey,Hours worked,Millions of hours,2008,"5,946.838"
792,580,New Jersey,41.0,2008,2101,New Jersey,Employment,Thousands of jobs,2008,3638.3
794,580,New Jersey,41.0,2008,8701,New Jersey,Hours worked,Index (2012=100),2008,104.438
795,580,New Jersey,41.0,2008,9526,New Jersey,Employment,Index (2012=100),2008,104.147
796,580,New Jersey,41.0,2008,15301,New Jersey,Labor productivity,Index (2012=100),2008,98.098
798,580,New Jersey,41.0,2008,16951,New Jersey,Output per worker,Index (2012=100),2008,98.372
800,581,New Mexico,30.3,2008,466,New Mexico,Hours worked,Millions of hours,2008,"1,242.896"
802,581,New Mexico,30.3,2008,2116,New Mexico,Employment,Thousands of jobs,2008,726.9
804,581,New Mexico,30.3,2008,8716,New Mexico,Hours worked,Index (2012=100),2008,109.787
805,581,New Mexico,30.3,2008,9541,New Mexico,Employment,Index (2012=100),2008,107.262
806,581,New Mexico,30.3,2008,15316,New Mexico,Labor productivity,Index (2012=100),2008,89.906
808,581,New Mexico,30.3,2008,16966,New Mexico,Output per worker,Index (2012=100),2008,92.022
810,582,New York,38.1,2008,481,New York,Hours worked,Millions of hours,2008,"12,901.974"
812,582,New York,38.1,2008,2131,New York,Employment,Thousands of jobs,2008,7833.2
814,582,New York,38.1,2008,8731,New York,Hours worked,Index (2012=100),2008,100.387
815,582,New York,38.1,2008,9556,New York,Employment,Index (2012=100),2008,99.990
816,582,New York,38.1,2008,15331,New York,Labor productivity,Index (2012=100),2008,86.603
818,582,New York,38.1,2008,16981,New York,Output per worker,Index (2012=100),2008,86.947
820,583,North Carolina,45.5,2008,496,North Carolina,Hours worked,Millions of hours,2008,"6,158.790"
822,583,North Carolina,45.5,2008,2146,North Carolina,Employment,Thousands of jobs,2008,3714.2
824,583,North Carolina,45.5,2008,8746,North Carolina,Hours worked,Index (2012=100),2008,103.063
825,583,North Carolina,45.5,2008,9571,North Carolina,Employment,Index (2012=100),2008,104.153
826,583,North Carolina,45.5,2008,15346,North Carolina,Labor productivity,Index (2012=100),2008,98.431
828,583,North Carolina,45.5,2008,16996,North Carolina,Output per worker,Index (2012=100),2008,97.401
830,584,North Dakota,31.3,2008,511,North Dakota,Hours worked,Millions of hours,2008,506.157
832,584,North Dakota,31.3,2008,2161,North Dakota,Employment,Thousands of jobs,2008,320.6
834,584,North Dakota,31.3,2008,8761,North Dakota,Hours worked,Index (2012=100),2008,78.897
835,584,North Dakota,31.3,2008,9586,North Dakota,Employment,Index (2012=100),2008,85.118
836,584,North Dakota,31.3,2008,15361,North Dakota,Labor productivity,Index (2012=100),2008,78.285
838,584,North Dakota,31.3,2008,17011,North Dakota,Output per worker,Index (2012=100),2008,72.563
840,585,Ohio,43.2,2008,526,Ohio,Hours worked,Millions of hours,2008,"7,992.784"
842,585,Ohio,43.2,2008,2176,Ohio,Employment,Thousands of jobs,2008,4898.0
844,585,Ohio,43.2,2008,8776,Ohio,Hours worked,Index (2012=100),2008,101.918
845,585,Ohio,43.2,2008,9601,Ohio,Employment,Index (2012=100),2008,102.762
846,585,Ohio,43.2,2008,15376,Ohio,Labor productivity,Index (2012=100),2008,96.140
848,585,Ohio,43.2,2008,17026,Ohio,Output per worker,Index (2012=100),2008,95.351
850,586,Oklahoma,38.5,2008,541,Oklahoma,Hours worked,Millions of hours,2008,"2,376.569"
852,586,Oklahoma,38.5,2008,2191,Oklahoma,Employment,Thousands of jobs,2008,1387.1
854,586,Oklahoma,38.5,2008,8791,Oklahoma,Hours worked,Index (2012=100),2008,100.096
855,586,Oklahoma,38.5,2008,9616,Oklahoma,Employment,Index (2012=100),2008,100.620
856,586,Oklahoma,38.5,2008,15391,Oklahoma,Labor productivity,Index (2012=100),2008,91.928
858,586,Oklahoma,38.5,2008,17041,Oklahoma,Output per worker,Index (2012=100),2008,91.449
860,587,Oregon,32.9,2008,556,Oregon,Hours worked,Millions of hours,2008,"2,646.206"
862,587,Oregon,32.9,2008,2206,Oregon,Employment,Thousands of jobs,2008,1626.6
864,587,Oregon,32.9,2008,8806,Oregon,Hours worked,Index (2012=100),2008,106.252
865,587,Oregon,32.9,2008,9631,Oregon,Employment,Index (2012=100),2008,105.373
866,587,Oregon,32.9,2008,15406,Oregon,Labor productivity,Index (2012=100),2008,92.572
868,587,Oregon,32.9,2008,17056,Oregon,Output per worker,Index (2012=100),2008,93.345
